http://www.realestate3d.com/gps/uslatlongdegmin.htm
[WJF] 34.73 118.22 	34 43 47 	118 13 12 	Lancaster,CA
[NLC] 36.33 119.95 	36 19 48 	119 56 59 	LemooreNAS,CA
[LVK] 37.70 121.82 	37 42 0 	121 49 11 	Livermore,CA
[LGB] 33.82 118.15 	33 49 11 	118 9 0 	LongBeach,CA
[SLI] 33.78 118.05 	33 46 47 	118 3 0 	LosAlamitos,CA
[LAX] 33.93 118.40 	33 55 48 	118 24 0 	LosAngeles,CA
[MMH] 37.63 118.92 	37 37 48 	118 55 11 	MammothLakes,CA
[RIV] 33.88 117.27 	33 52 48 	117 16 11 	MarchAFB,CA
[MYV] 39.10 121.57 	39 5 59 	121 34 11 	Marysville,CA
[MHR] 38.57 121.30 	38 34 11 	121 18 0 	MatherAFB,CA
[MCC] 38.67 121.40 	38 40 11 	121 24 0 	Mcclellan,CA
[MCE] 37.28 120.52 	37 16 47 	120 31 11 	Merced,CA
[NKX] 32.87 117.15 	32 52 11 	117 9 0 	MiramarNAS,CA
[MOD] 37.63 120.95 	37 37 48 	120 56 59 	Modesto,CA
[NUQ] 37.42 122.05 	37 25 11 	122 3 0 	MoffetNAS,CA
[MHV] 35.05 118.15 	35 2 59 	118 9 0 	Mojave,CA
[1O5] 41.73 122.53 	41 43 47 	122 31 47 	Montague,CA
[MRY] 36.58 121.85 	36 34 48 	121 50 59 	Monterey,CA
[MHS] 41.32 122.32 	41 19 11 	122 19 11 	MountShasta,CA
[MWS] 34.23 118.07 	34 13 47 	118 4 11 	MountWilson,CA
[APC] 38.22 122.28 	38 13 12 	122 16 47 	Napa,CA
[EED] 34.77 114.62 	34 46 12 	114 37 12 	Needles,CA
[NZY] 32.70 117.20 	32 42 0 	117 11 59 	NorthIsland,CA
[SBD] 34.10 117.23 	34 5 59 	117 13 48 	NortonAFB,CA
[OAK] 37.73 122.22 	37 43 47 	122 13 12 	Oakland,CA
[ONT] 34.05 117.62 	34 2 59 	117 37 12 	OntarioIntl,CA
[OXR] 34.20 119.20 	34 12 0 	119 11 59 	Oxnard,CA
[PSP] 33.83 116.50 	33 49 48 	116 30 0 	PalmSprings,CA
[PMD] 35.05 118.13 	35 2 59 	118 7 47 	Palmdale,CA
[PAO] 37.47 122.12 	37 28 12 	122 7 12 	PaloAlto,CA
[PRB] 35.67 120.63 	35 40 11 	120 37 47 	PasoRobles,CA
[53Q] 37.83 122.83 	37 49 48 	122 49 48 	PillaroPt,CA
[NTD] 34.12 119.12 	34 7 11 	119 7 12 	PointMugu,CA
[PAA] 39.58 124.22 	39 34 48 	124 13 12 	PtArena,CA
[PGU] 34.95 121.12 	34 57 0 	121 7 12 	PtArguello,CA
[87Q] 35.67 121.28 	35 40 11 	121 16 47 	PtPiedras,CA
[PPD] 36.12 121.47 	36 7 11 	121 28 12 	PtPiedras,CA
[RBL] 40.15 122.25 	40 9 0 		122 15 0 	RedBluff,CA
[RDD] 40.50 122.30 	40 30 0 	122 18 0 	Redding,CA
[RAL] 33.95 117.45 	33 57 0 	117 26 59 	Riverside,CA
[SAC] 38.52 121.50 	38 31 12 	121 30 0 	Sacramento,CA
[SMF] 38.70 121.60 	38 42 0 	121 35 59 	Sacramento,CA
[SNS] 36.67 121.60 	36 40 11 	121 35 59 	Salinas,CA
[SQL] 37.52 122.25 	37 31 12 	122 15 0 	SanCarlos,CA
[L10] 33.42 117.62 	33 25 11 	117 37 12 	SanClemente,CA
[NUC] 33.02 118.58 	33 1 12 	118 34 48 	SanClemente,CA
[MYF] 32.82 117.13 	32 49 11 	117 7 47 	SanDiego,CA
[SAN] 32.73 117.17 	32 43 47 	117 10 11 	SanDiego,CA
[SDM] 32.57 116.98 	32 34 11 	116 58 48 	SanDiego,CA
[SDM] 32.57 116.98 	32 34 11 	116 58 48 	SanDiego,CA
[SEE] 32.82 116.97 	32 49 11 	116 58 12 	SanDiego,CA
[51Q] 37.75 122.68 	37 45 0 	122 40 48 	SanFrancisco,CA
[SFO] 37.62 122.38 	37 37 11 	122 22 47 	SanFrancisco,CA
[SJC] 37.37 121.92 	37 22 11 	121 55 11 	SanJose,CA
[RHV] 37.33 121.82 	37 19 48 	121 49 11 	SanJose/Rei,CA
[SBP] 35.23 120.65 	35 13 47 	120 39 0 	SanLuisObispo,CA
[L98] 33.38 117.58 	33 22 48 	117 34 48 	SanMateo,CA
[N5G] 34.03 120.40 	34 1 47 	120 24 0 	SanMiguel,CA
[NSI] 33.25 119.45 	33 15 0 	119 26 59 	SanNicIsl,CA
[SDB] 34.75 118.73 	34 45 0 	118 43 48 	Sandburg,CA
[SNA] 33.67 117.88 	33 40 11 	117 52 47 	SantaAna,CA
[SBA] 34.43 119.83 	34 25 48 	119 49 48 	SantaBarb,CA
[SMX] 34.90 120.45 	34 54 0 	120 26 59 	SantaMaria,CA
[SMO] 34.02 118.45 	34 1 12 	118 26 59 	SantaMonica,CA
[STS] 38.52 122.82 	38 31 12 	122 49 11 	SantaRosa,CA
[O87] 40.03 124.07 	40 1 47 	124 4 11 	ShelterCove,CA
[SIY] 41.78 122.47 	41 46 47 	122 28 12 	Siskiyou,CA
[SCK] 37.90 121.25 	37 54 0 	121 15 0 	Stockton,CA
[4SU] 35.33 117.10 	35 19 48 	117 5 59 	SuperiorVal,CA
[SVE] 40.63 120.95 	40 37 48 	120 56 59 	Susanville,CA
[TRM] 33.63 116.17 	33 37 48 	116 10 11 	Thermal,CA
[TOA] 33.80 118.33 	33 47 59 	118 19 48 	Torrance,CA
[SUU] 38.27 121.93 	38 16 12 	121 55 48 	TravisAFB,CA
[TRK] 39.32 120.13 	39 19 11 	120 7 47 	Truckee-Tahoe,CA
[NTK] 33.70 117.83 	33 42 0 	117 49 48 	TustinMcas,CA
[NXP] 34.28 116.15 	34 16 47 	116 9 0 	Twenty9Palm,CA
[UKI] 39.13 123.20 	39 7 48 	123 11 59 	Ukiah,CA
[VNY] 34.22 118.48 	34 13 12 	118 28 48 	VanNuys,CA
[VBG] 35.20 120.95 	35 12 0 	120 56 59 	Vandenberg,CA
[VIS] 36.32 119.40 	36 19 11 	119 24 0 	Visalia,CA
[]    34.11 117.29  34 6 36     117 17 24   SanBernardino,CA
[]    37.36 121.96  37 21 36    121 57 36   SantaClara,CA
[]    33.89 118.31  33 53 24    118 18 36   Gardena,CA
[]    34.15 118.45  34 9 0      118 27 0    ShermanOaks,CA
[]    33.84 117.91  33 50 24    117 54 36   Anaheim,CA

[AFF] 39.52 105.35 	39 31 12 	105 20 59 	AirForceA,CO
[AKO] 40.17 103.22 	40 10 11 	103 13 12 	Akron,CO
[ALS] 37.45 105.87 	37 27 0 	105 52 12 	Alamosa,CO
[ASE] 39.22 106.87 	39 13 12 	106 52 12 	Aspen,CO
[BJC] 39.90 105.12 	39 54 0 	105 7 12 	Brmfield/Jef,CO
[BKF] 39.72 104.75 	39 43 12 	104 45 0 	Buckley,CO
[COS] 38.82 104.72 	38 49 11 	104 43 12 	ColoradoSprings,CO
